ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,NORTHING,EASTING,ENGLISH ADDRESS,中文地址,TELEPHONE,FAX NUMBER,OPENING HOURS,EMAIL ADDRESS,WEBSITE
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CREATIVE KINDERGARTEN (TSING YI)(A.M.),啟思幼稚園(青衣)(上午),823815,827874.3,CARPARK LEVEL 1 & PODIUM ENTRANCE HALL MOUNT HAVEN 3 LIU TO ROAD TSING YI NEW TERRITORIES,新界青衣寮肚路3號曉峰園平台入口大堂及停車場第1層,29428818,29428777,,,http://www.creative.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,AEFCHK EFCC TIN YAN NURSERY SCHOOL,香港基督教播道會聯會中國基督教播道會天恩幼兒學校,835893.3,817648,"SHOP 122, 1/F TIN YAN SHOPPING CENTRE TIN YAN ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天恩?天恩商場1樓122號,21467891,21467892,,,http://www.tyns.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,TIVOLI KINDERGARTEN(A.M.),宏福幼稚園(上午),823883.1,828931.1,"SHOP 21-25, 1/F, TSING YI SQUARE TSING YI GARDEN TSING YI NEW TERRITORIES",新界青衣青怡花園青怡廣場1樓21-25號,24322223,24361820,,,http://www.kindergarten.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HONG KONG MAN SANG KG (NORTH POINT)(WHOLE DAY),香港民生幼稚園(北角)(全日),816975.1,838431.1,2/F FOO YET KAI BUILDING 52-60 JAVA ROAD NORTH POINT HONG KONG,香港北角渣華道52-60號胡曰皆大廈2樓,25786763,25715254,,,http://www.mansangkg.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,YMCA OF HONG KONG FARM ROAD NURSERY SCH,香港基督教青年會農圃道幼兒學校,820272.9,837287.1,"PORTION OF G/F, MAJESTIC PARK 11 FARM ROAD KOWLOON CITY KOWLOON",九龍九龍城農圃道11號帝庭豪園地下(部份),22468234,22468136,,,http://www.ymcahk.org.hk/farmroad/index.htm
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HOMANTIN YANG MEMORIAL METHODIST PRE-SCH(WHOLE DAY),何文田循道衛理楊震幼兒學校(全日),819538.9,836846.4,"G/F, UNIT 1, CHING MAN HOUSE HOMANTIN ESTATE KOWLOON",九龍何文田?靜文樓地下1室,22420678,22420838,,,http://www.hmtps.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HKSKH LADY MACLEHOSE CTR KG,香港聖公會麥理浩夫人中心幼稚園,825111.3,832109.4,3/F 22 WO YI HOP ROAD KWAI CHUNG NEW TERRITORIES,新界葵涌和宜合道22號3樓,24273523,24011489,,,http://www.skhlmc.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CARITAS NURSERY SCHOOL - TA KWU LING,明愛打鼓嶺幼兒學校,843745,833819,"G/F CARITAS TA KWU LING CENTRE PING CHE ROAD TA KWU LING, FANLING NEW TERRITORIES",新界粉嶺打鼓嶺坪輋路明愛打鼓嶺中心地下,26743207,26744885,,,http://tklns.caritas.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HKSKH ST SIMON'S LEUNG KING NURSERY SCH,香港聖公會聖西門良景幼兒學校,829569.8,814152.6,"NO. 9-16, G/F, LEUNG CHI HOUSE LEUNG KING ESTATE TUEN MUN NEW TERRITORIES",新界屯門良景?良智樓9-16號地下,24646939,24626794,,,http://www.sslk.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HONG KONG MAN SANG KG (NORTH POINT)(P.M.),香港民生幼稚園(北角)(下午),816975.9,838434.3,2/F FOO YET KAI BUILDING 52-60 JAVA ROAD NORTH POINT HONG KONG,香港北角渣華道52-60號胡曰皆大廈2樓,25786763,25715254,,,http://www.mansangkg.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,NEW KLN WOMEN ASSN LOK WAH NURSERY,新九龍婦女會樂華幼兒園,820147.4,840989.4,5/F LOK WAH ESTATE COMMUNITY CENTRE CHUN WAH ROAD NGAU TAU KOK KOWLOON,九龍牛頭角振華道樂華社區中心6樓,27962535,27962574,,,http://www.newklnwa.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GOOD HEALTH KINDERGARTEN (MA ON SHAN)(A.M.),康傑幼稚園〈馬鞍山〉(上午),831747.1,842590.3,"1/F SADDLE RIDGE GARDEN SADDLE RIDGE TERRACE MA ON SHAN, SHA TIN NEW TERRITORIES",新界沙田馬鞍山富寶花園馬鞍台1樓,26411717,26404013,,,http://www.good-health.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GOOD TIME PLAY SCH (SHATIN PLAZA)(A.M.),好時光幼兒學校(沙田廣場)(上午),827131.3,837561.8,"LEVEL 4, BLOCK C & D SHA TIN PLAZA SHA TIN NEW TERRITORIES",新界沙田沙田廣場C及D座平台花園,26013278,26089026,,,http://www.goodtime.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,FIVE DISTRICTS BUSINESS WELFARE ASSN KG(A.M.),五邑工商總會幼稚園(上午),822338.7,837411.3,"G/F, WANG CHAK HOUSE WANG TAU HOM ESTATE KOWLOON",九龍橫頭磡?宏澤樓地下,23374341,27941759,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,MELODY AC KG (PRIME VIEW GARDEN BR)(A.M.),美樂中英文幼稚園(景峰花園分校)(上午),829250.1,815983,"G/F, TOWER 1 & 2, PRIME VIEW GARDEN TUEN MUN (INCLUDING CHILD CARE CENTRE) NEW TERRITORIES",新界屯門景峰花園第1及2座地下(包括幼兒中心),24574433,24301025,,,http://www.melody.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THINK INTERNATIONAL KINDERGARTEN(WHOLE DAY),朗思國際幼稚園(全日),818402.6,841499,"G/F KINDERGARTEN PREMISES LAGUNA CITY, PHASE 3 99 CHA KWU LING ROAD LAM TIN KOWLOON",九龍藍田茶果嶺道99號麗港城第3期幼稚園校舍地下,27274747,27272613,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,FIVE DIS B W ASSN CHEUNG CHUK SHAN KG,五邑工商總會張祝珊幼稚園,822526.2,838678.1,"ROOM 109, LEVEL 5, COMMERCIAL COMPLEX LUNG POON COURT DIAMOND HILL KOWLOON",九龍鑽石山龍蟠苑商場第5層109室,23273317,23513152,,,http://www.ccsn.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,DOMINIC SAVIO KINDERGARTEN(A.M.),明我幼稚園(上午),815775.9,840968.5,"RM 1,2 ABD/F 96 SAI WAN HO STREET G/F 98 SAI WAN HO STREET SHAUKEIWAN HONG KONG",香港筲箕灣西灣河街九十六號一樓、二樓ABD室及九十八號地下,25680181,28860083,,,http://www.dominicsaviokg.org/
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HKSPC PORTLAND STREET NURSERY SCHOOL,香港保護兒童會砵蘭街幼兒學校,820783,835247.8,4/F & PENTHOUSE (LAUNDRY) 387 PORTLAND STREET MONGKOK KOWLOON,九龍旺角砵蘭街387號4樓及頂樓(洗衣房),23915681,23937560,,,http://www.hkspc.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CREATIVE KINDERGARTEN(P.M.),啟思幼稚園(下午),821627.8,836334.4,G/F 6 RUTLAND QUADRANT KOWLOON TONG KOWLOON,九龍九龍塘律倫街6號地下,23361139,23383296,,,http://www.creative.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HKSPC AW HOE NURSERY SCHOOL (WHOLE DAY),香港保護兒童會胡好幼兒學校(全日),813745,843568.8,"G/F, UNIT 4-10, SUI KEUNG HOUSE SIU SAI WAN ESTATE CHAI WAN HONG KONG",香港柴灣小西灣?瑞強樓地下4至10號,28897447,28891312,,,http://www.hkspc.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HOP YAT CHURCH CHAN PAK WANG MEMORIAL KG(WHOLE DAY),合一堂陳伯宏紀念幼稚園(全日),816430.5,838359.4,G/F-2/F & LANDING FLOOR BETWEEN 3-4/F 48 CLOUD VIEW ROAD NORTH POINT HONG KONG,香港北角雲景道48號地下-2樓及3-4樓平台,25785759,25715887,,,http://hyckg.ccc.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST PETER'S CHURCH KINDERGARTEN (STANLEY)(P.M.),聖公會聖彼得堂幼稚園(赤柱分校)(下午),809210,839352.5,"SHOP NO 1, G/F, KIN MA HOUSE MA HANG ESTATE STANLEY HONG KONG",香港赤柱馬坑?健馬樓地下1號舖,28136130,28136162,,,http://stpeterk.hkskh.org/
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,CHING CHUNG HING TUNG KINDERGARTEN(P.M.),青松興東幼稚園(下午),815858.9,840638,G/F HING CHO HOUSE HING TUNG ESTATE SHAUKEIWAN HONG KONG,香港筲箕灣興東?興祖樓地下,28858300,28855268,,,http://www.cckght.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,DEBORAH INT'L PRE-SCHOOL (SITE 7)(WHOLE DAY),德寶國際幼兒學校(第七期)(全日),818397.9,837833,"G/F, SITE 7 WHAMPOA GARDEN HUNG HOM KOWLOON",九龍紅磡黃埔花園第7期地下,27741669,27741130,,,http://www.deborah-intl.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HKSPC AW HOE NURSERY SCHOOL (A.M.),香港保護兒童會胡好幼兒學校(上午),813749.5,843567.3,"G/F, UNIT 4-10, SUI KEUNG HOUSE SIU SAI WAN ESTATE CHAI WAN HONG KONG",香港柴灣小西灣?瑞強樓地下4至10號,28897447,28891312,,,http://www.hkspc.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GOOD TIME PLAY SCHOOL (FANLING CTR)(P.M.),好時光幼兒學校(粉嶺中心)(下午),838935.8,832717.7,"GROUND FLOOR, BLOCK A & B, PHASE 1 FANLING CENTRE 33 SAN WAN ROAD FANLING NEW TERRITORIES",新界粉嶺新運路33號粉嶺中心第1期A及B座地下,26778109,26778802,,,http://www.goodtime.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,WELLBORN INTERNATIONAL PRE-SCHOOL(A.M.),威寶國際幼兒學校(上午),829362.4,841244.1,G/F NURSERY BLOCK CHEVALIER GARDEN MA ON SHAN SHA TIN NEW TERRITORIES,新界沙田馬鞍山富安花園幼兒園大樓地下,26426033,26335166,,,http://www.wellborn.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HK INST EDU HSBC ECLC (KG SECTION)(WHOLE DAY),香港教育學院?豐幼兒發展中心(幼稚園部)(全日),836863.8,838160.4,G02-G05 SENIOR STAFF QUARTERS THE HONG KONG INSTITUTE OF EDUCATION 10 LO PING ROAD TAI PO NEW TERRITORIES,新界大埔露屏路10號香港教育學院高級教職員宿舍G02-G05,29481638,29480660,,,http://www.ied.edu.hk/sece/eclc/c/cindex.htm
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PENTECOSTAL CH OF HK TSEUNG KWAN O NS,竹園區神召會將軍澳康樂幼兒學校,819076.3,844584.4,"4/F PODIUM, WING B & C SHEUNG SHUN HOUSE SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳尚德?尚信樓4樓平台B及C翼,"21784472, 21784475",21784471,,,http://www.pchk.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST PAUL'S CATHOLIC DAY NURSERY(P.M.),天主教聖保祿幼兒園(下午),834232,835415,G/F & 1/F TAI PO MARKET 28 WAN TAU STREET TAI PO NEW TERRITORIES,新界大埔墟運頭街28號地下及1樓,26561066,26561067,,,http://www.spcn.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,MAY NGA NURSERY(WHOLE DAY),美雅幼兒園(全日),820249.3,837605.2,G/F 146 & 146A PAU CHUNG STREET TO KWA WAN KOWLOON,九龍土瓜灣炮仗街146及146A號地下,27147763,27134258,,,http://www.kids-club.net/edu/maynga
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HK INST EDU HSBC ECLC (KG SECTION)(A.M.),香港教育學院?豐幼兒發展中心(幼稚園部)(上午),836862.8,838161.5,G02-G05 SENIOR STAFF QUARTERS THE HONG KONG INSTITUTE OF EDUCATION 10 LO PING ROAD TAI PO NEW TERRITORIES,新界大埔露屏路10號香港教育學院高級教職員宿舍G02-G05,29481638,29480660,,,http://www.ied.edu.hk/sece/eclc/c/cindex.htm
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ELCHK HING WAH NURSERY SCHOOL,基督教香港信義會興華幼兒學校,813753.2,842313.7,G/F MAY WAH HOUSE HING WAH 1 ESTATE CHAI WAN HONG KONG,香港柴灣興華一?美華樓地下,24215859,28975557,,,http://www.elchk.org.hk/service
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,B.O.K.S.S. PUI YAN PRE-PRIMARY SC,浸會愛?社會服務處培殷幼兒學校,821727.6,833899.5,G/F NO.1 FORTUNE STREET CHEUNG SHA WAN KOWLOON,九龍長沙灣幸福街一號地下,23600999,27284530,,,http://www.bokss.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,BRAEMAR HILL NURSERY SCHOOL(P.M.),寶山幼兒園(下午),814875.7,837961.2,1/F & ROOF FLOOR CHUN FAI CENTRE 9 CHUN FAI ROAD JARDINE'S LOOKOUT HONG KONG,香港渣甸山春暉道9號春暉中心1樓連天台,25787922,25668637,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HENG ON BAPTIST NURSERY SCHOOL(WHOLE DAY),恒安浸信會幼兒學校(全日),830925.3,841642.2,"UNIT 1-5, HENG SING HOUSE HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES",新界沙田馬鞍山恒安?恒星樓1-5室,26428939,26334686,,,http://www.hobns.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THINK INTERNATIONAL KINDERGARTEN(A.M.),朗思國際幼稚園(上午),818393.7,841500.5,"G/F KINDERGARTEN PREMISES LAGUNA CITY, PHASE 3 99 CHA KWU LING ROAD LAM TIN KOWLOON",九龍藍田茶果嶺道99號麗港城第3期幼稚園校舍地下,27274747,27272613,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PRE-SCHOOL PLAYGROUPS ASSO - CITY KIDZ(A.M.),幼童樂園協會幼兒園(上午),815041.7,834904.9,2/F EAST WING 12 BORRETT ROAD MID-LEVELS HONG KONG,香港半山區波老道12號3樓東翼,"25247595, 25232599",28400041,,,http://www.citykidshkppa.org
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUN ISLAND ENGLISH KG (KWAI KING BRANCH)(P.M.),太陽島英文幼稚園(葵景分校)(下午),825451.6,831696.5,1/F KWAI KING BUILDING 31 KWONG FAI CIRCUIT KWAI CHUNG NEW TERRITORIES,新界葵涌光輝圍31號1樓,24268277,28343322,,,http://www.sunisland.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HO TAK KG (SPONSORED BY SIK SIK YUEN)(P.M.),可德幼稚園(嗇色園主辦)(下午),822959.3,837793.8,G/F BLK 8 CHUNG YUEN HOUSE CHUK YUEN NORTH ESTATE PHASE V KOWLOON,九龍竹園北?第5期松園樓8座G樓,23500721,23227478,,,http://www.siksikyuen.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,保良局王少清幼稚園,821761.6,840079.5,"5/F, CHOI WAN ESTATE COMMUNITY CENTRE CHOI WAN ESTATE WONG TAI SIN KOWLOON",九龍黃大仙彩雲?社區中心6字樓,27553438,27070292,,,http://www.poleungkuk.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,BOX HILL (HK) INTERNATIONAL KINDERGARTEN - FO TAN(P.M.),博士山(香港)國際幼稚園-火炭(下午),828648.3,838637.4,SHOP 327 ON PODIUM OF JUBILEE COURT SHOPPING CENTRE FO TAN SHATIN NEW TERRITORIES,新界沙田火炭銀禧閣商場平台327號舖,26882161,26882271,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GIGAMIND KINDERGARTEN(A.M.),激活幼稚園(上午),835656,818586,"BLOCK B, MAYWOOD COURT KINGSWOOD VILLAS 9 TIN LUNG ROAD TIN SHUI WAI NEW TERRITORIES",新界天水圍天龍路9號嘉湖山莊美湖居B座,24469210,24469039,,,http://www.gigamind.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUN ISLAND ENGLISH KINDERGARTEN(A.M.),太陽島英文幼稚園(上午),820274.3,837627.5,"LG/F, G/F & 1/F PAU CHUNG BLDG 152 PAU CHUNG STREET TO KWA WAN KOWLOON",九龍土瓜灣炮仗街152號地下低層、地下及1樓寶峰大廈,27145545,28343322,,,http://www.sunisland.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,DEBORAH INTERNATIONAL PRE-SCHOOL(A.M.),德寶國際幼兒學校(上午),818181.7,837715.6,"G/F SHOP G5& G5B, SITE 9 WHAMPOA GARDEN HUNG HOM KOWLOON",九龍紅磡黃埔花園第9期5號5B號舖地下,29948998,29948812,,,http://www.deborah-intl.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ASBURY METHODIST KINDERGARTEN(A.M.),循道衛理聯合教會亞斯理幼稚園(上午),825390.1,831051.8,TAI WO HAU TSUEN WAN NEW TERRITORIES,新界荃灣大窩口,24296669,24181609,,,http://www.asburymkg.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,AL & VS EDUCATION FUND DELIA PEI KG,藍如溪盛成皿教育基金邊陳之娟幼稚園,825882.8,837485.7,"G/F, WING B, FU SHING HOUSE FUNG SHING COURT SHATIN NEW TERRITORIES",新界沙田豐盛苑富盛閣B翼地下,26918504,26080426,,,http://www.alvseducationfund.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SHARON LUTHERAN CHURCH KG (TSZ OI BR) (P.M.),路德會沙崙堂幼稚園(慈愛分校)(下午),823385.6,838620.1,ROOFTOP OF CARPORT BUILDING TSZ OI COURT TSZ WAN SHAN WONG TAI SIN KOWLOON,九龍黃大仙慈雲山慈愛苑苑停車場頂層,23260280,23270630,,,http://www.sharonlutheran.edu.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THINK INTERNATIONAL KG (KOWLOON TONG)(A.M.),朗思國際幼稚園(九龍塘)(上午),820978.2,836306.7,G/F-1/F 5 LINCOLN ROAD KOWLOON TONG KOWLOON,九龍九龍塘林肯道五號地下至一樓,,,,,
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,YAN OI TONG MRS AUGUSTA CHEUNG KG,仁愛堂張慕良夫人幼稚園,833643.7,835153.9,3/F NEIGHBOURHOOD COMMUNITY CENTRE WAN TAU TONG ESTATE TAI PO NEW TERRITORIES,新界大埔運頭塘?鄰里社區中心3樓,26383082,26588047,,,http://ppe.yot.org.hk
Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,WOODLAND MONTESSORI PRE-SCHOOL (TAI TAM)(P.M.),樂林蒙特梭利學校(大潭)(下午),810866.8,841045.9,"G1-G3, G5-G10 & G15-G18 REDHILL PLAZA 3 REDHILL ROAD TAI TAM HONG KONG",香港大潭紅山道3號紅山廣場G1-G3G5-G10及G15-G18室,25251655,25251658,,,
Kindergartens,幼稚園,CANNAN KINDERGARTEN (KOWLOON TONG)(P.M.),迦南幼稚園(九龍塘)(下午),821001.5,836220.8,PORTION OF G/F & 1/F 9 & 11 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道9及11號地下部分及1樓,23383262,23362973,,,http://www.cannan.edu.hk
Kindergartens,幼稚園,ANNUNCIATION CATHOLIC KINDERGARTEN (A.M.),天主教領報幼稚園(上午),826432.6,828923.5,"11 ON YIN STREET, CHAI WAN KOK TSUEN WAN NEW TERRITORIES",新界荃灣柴灣角安賢街十一號,24907893,24907956,,,http://www.ack.edu.hk
Kindergartens,幼稚園,SEMPLE KINDERGARTEN(P.M.),深培中英文幼稚園(下午),820623,834914.4,10 WILLOW STREET TAI KOK TSUI KOWLOON,九龍大角咀柳樹街10號,27894211,23919149,,,http://www.semplekg.edu.hk
Kindergartens,幼稚園,PEACE EVANGELICAL CTR KG (TIN SHUI WAI) (WHOLE DAY),平安福音堂幼稚園(天水圍)(全日),835893.4,818324.8,"G/F, ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天晴?綜合大樓地下,24469277,23284933,,,http://www.peck.edu.hk
Kindergartens,幼稚園,SHEUNG SHUI PUI YAU KINDERGARTEN (A.M.),上水培幼幼稚園(上午),840814,828492,KU TUNG VILLAGE SHEUNG SHUI NEW TERRITORIES,新界上水古洞村,26703393,26708004,,,http://www.puiyau.edu.hk
Kindergartens,幼稚園,KOWLOON CITY BAPTIST CHURCH KINDERGARTEN(WHOLE DAY),九龍城浸信會幼稚園(全日),820627,837186.5,2-3/F 206 ARGYLE STREET KOWLOON,九龍亞皆老街206號2及3樓,27131875,26245449,,,http://www.baptist.org.hk/kindergarten/kcbc/index.htm
Kindergartens,幼稚園,HONG KONG KINDERGARTEN ASSN PRE-SCHOOL (A.M.),香港幼稚園協會幼兒學校(上午),821570.4,840047.5,"G/F, CHI SIU HOUSE CHOI WAN ESTATE KOWLOON",九龍彩雲?紫霄樓地下,27582008,27580078,,,http://www.hkkaps.edu.hk
Kindergartens,幼稚園,KINGSTON INTERNATIONAL KINDERGARTEN (A.M.),京斯敦國際幼稚園(上午),821353,836332,G/F & 1/F 12 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道12號地下及1樓,23379049,23377382,,,
Kindergartens,幼稚園,TAI PING KINDERGARTEN (A.M.),太平幼稚園(上午),839727.6,831051,G/F PING YEE HOUSE TAI PING ESTATE SHEUNG SHUI NEW TERRITORIES,新界上水太平?平易樓地下,26733199,26734561,,,
Kindergartens,幼稚園,HHCKLA BUDDHIST WAI KWONG KA FUK KINDERGARTEN (P.M.),香海正覺蓮社佛教慧光嘉福幼稚園(下午),839266.5,831885.2,SHOP KG01 G/F KA YEUNG HOUSE KA SHING COURT FANLING NEW TERRITORIES,新界粉嶺嘉盛苑嘉揚閣地下KG01號舖,,,,,
Kindergartens,幼稚園,BILOK ANGLO-CHINESE KINDERGARTEN (P.M.),比諾中英文幼稚園(下午),840945.6,831266.2,G/F BLK 4&5 TSUI LAI GARDEN NO 9 FUNG NAM ROAD SHEUNG SHUI NT,新界上水鳳南路9號翠麗花園第4至5座地下,26793810,26702775,,,http://www.bilok-holford.edu.hk
Kindergartens,幼稚園,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN(P.M.),崇真會美善幼稚園(下午),820824.2,844362.4,"G/F., PO TAK HOUSE PO LAM ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳寶林?寶德樓地下,27015588,27016563,,,http://www.ttmgkg.edu.hk
Kindergartens,幼稚園,ANANI KINDERGARTEN(P.M.),主蔭幼稚園(下午),825739.3,832388.6,"UNIT B & C, PODIUM LEVEL SHOPPING CENTRE, SHEK YAM ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌石蔭?石蔭商場平台B及C單位,22760061,22765816,,,http://www.ssckg.edu.hk
Kindergartens,幼稚園,SA CHAN KWAN TUNG KINDERGARTEN (A.M.),救世軍陳昆棟幼稚園(上午),819123.2,835713,G/F & 1/F THE SALVATION ARMY HEADQUARTERS 11 WING SING LANE YAUMATEI KOWLOON,九龍油麻地永星里十一號救世軍總部地下及一樓,23847831,23885310,,,http://pses.salvation.org.hk/
Kindergartens,幼稚園,CREATIVE KINDERGARTEN (AEGEAN COAST)(WHOLE DAY),?思幼稚園(愛琴)(全日),826061.1,817482.8,"1/F, PODIUM, AEGEAN COAST 2 KWUN TSING ROAD, SO KWUN WAT TUEN MUN NEW TERRITORIES",新界屯門掃管笏管青路2號愛琴海岸1樓平台,29495028,29495018,,,http://www.creative.edu.hk
Kindergartens,幼稚園,BUDDHIST TCFS YEUNG TAM YUEN FONG KG(P.M.),道慈佛社楊譚婉芳幼稚園(下午),813665.2,843907.7,G/F BLK M KAI TSUI COURT SIU SAI WAN ESTATE SIU SAI WAN HONG KONG,香港小西灣佳翠苑顯翠閣地下,25567897,25055804,,,
Kindergartens,幼稚園,SHEUNG SHUI RHENISH CHURCH KINDERGARTEN(P.M.),上水禮賢會幼稚園(下午),840039.2,831069.7,"UNIT 101-107 & 109-111, G/F CHOI WAH HOUSE, CHOI YUEN ESTATE SHEUNG SHUI NEW TERRITORIES",新界上水彩園?彩華樓地下101-107及109-111號,26732929,26721066,,,
Kindergartens,幼稚園,NAM YING KINDERGARTEN (P.M.),南英幼稚園(下午),815960,821933,G/F 67 WING HING STREET PENG CHAU NEW TERRITORIES,新界坪洲永興街67號,29838811,29838811,,,
Kindergartens,幼稚園,REGINA COELI ANGLO-CHINESE KG (2ND BR) (A.M.),天后中英文幼稚園(二校)(上午),826885.7,815846,"11 - 16, G/F, MOON YU HOUSE SAM SHING ESTATE TUEN MUN NEW TERRITORIES",新界屯門三聖?滿漁樓地下11-16號,24580796,24580796,,,http://www.rck.edu.hk
Kindergartens,幼稚園,YAN CHAI HOSPITAL YIM TSUI YUK SHAN KG(P.M.),仁濟醫院嚴徐玉珊幼稚園(下午),830008.6,814630.4,RM 201 2/F PO TIN SHOPPING CENTRE PO TIN INTERIM HOUSING TUEN MUN NEW TERRITORIES,新界屯門鳴琴路寶田?寶田商場2樓201室,24668966,24662277,,,http://www.ytyskg.edu.hk
Kindergartens,幼稚園,CATILINE ANGLO-CHINESE KINDERGARTEN (A.M.),嘉德麗中英文幼稚園(上午),827380.4,839134.5,G/F BLOCKS 34 35 & 36 SHAIN CITY ONE PHASE 3C STTL 1 SECTION L SHATIN NEW TERRITORIES,"新界沙田第一城34,35及36座地下",26463988,26476047,,,http://www.catiline.edu.hk
Kindergartens,幼稚園,ROCK OF AGES LUTHERAN KINDERGARTEN (A.M.),路德會恩石幼稚園(上午),824790.7,832179.6,"NO 1, G/F, SHEK SAU HOUSE SHEK LEI (I) ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌石籬一?石秀樓地下1號,24874607,24815762,,,
Kindergartens,幼稚園,HK AND MACAU LUTHERAN CH SHEK ON MEM KG(P.M.),港澳信義會錫安紀念幼稚園(下午),822366.6,838438.3,2-3/F SHEK ON BUILDING 11 PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,九龍黃大仙蒲崗村道11號鍚安樓2及3樓,23283681,23235292,,,
Kindergartens,幼稚園,MORNINGSTAR KINDERGARTEN (A.M.),MORNINGSTAR KINDERGARTEN (A.M.),812966.2,832392.5,BLOCK H2 G/F CHI FU FA YUEN POKFULAM HONG KONG,香港薄扶林置富花園地下H2座,,,,,
Kindergartens,幼稚園,YL CHURCH (CCC) CHAN KWONG NO. 2 KG(P.M.),中華基督教會元朗堂真光幼稚園二校(下午),834171.5,820591.5,NO 9 PING SHUN STREET YUEN LONG NEW TERRITORIES,新界元朗屏信街9號,24765623,24758718,,,http://www.chankwong.edu.hk
Kindergartens,幼稚園,HK VERNACULAR NORMAL SCH ALUMNI ASSN SCH(P.M.),香港漢文師範同學會學校(下午),819830,835799,22 SAI YEE STREET MONGKOK KOWLOON,九龍旺角洗衣街22號,27704604,23840633,,,http://www.hvnsaas.edu.hk
